Date,Place,Time,Period,Water Level (m),Water Level Percentage (%),Temperature (°C),Vibration on Earth (mg),Rain Gauge Level (mm),Pore Pressure (kPa),Soil Moisture (%),Latitude,Longitude,Distance (km)
2021-04-01,Shimla,17:43,Night,3.9,67.0,19.1,0.05,13.7,123.8,33.5,31.1048,77.1734,49.02
2022-11-15,Munnar,10:17,Evening,1.5,61.0,15.4,0.06,9.9,114.3,36.7,10.0889,77.0594,1.6
2024-09-23,Manali,15:38,Afternoon,4.0,85.0,17.0,0.06,0.9,111.3,33.2,32.2396,77.1885,4.04
2020-12-19,Dehradun,00:57,Afternoon,3.7,82.0,24.5,0.1,23.8,111.3,26.8,30.3165,78.0322,7.0
2020-05-06,Dehradun,06:34,Afternoon,1.1,84.0,29.5,0.09,21.7,138.9,34.7,30.3165,78.0322,33.82
2022-01-02,Munnar,05:22,Evening,2.1,69.0,17.5,0.05,17.4,128.3,47.9,10.0889,77.0594,46.74
2022-07-24,Shimla,13:08,Night,3.4,61.0,18.0,0.03,26.1,103.9,44.3,31.1048,77.1734,5.32
2022-07-04,Darjeeling,16:31,Afternoon,3.0,67.0,15.5,0.05,14.3,120.1,41.6,27.0385,88.2622,26.17
2022-08-22,Munnar,16:14,Morning,3.1,79.0,19.6,0.09,30.7,113.2,31.4,10.0889,77.0594,29.31
2020-12-12,Dehradun,11:10,Afternoon,3.1,73.0,29.6,0.07,4.4,107.3,47.8,30.3165,78.0322,15.71
2021-07-01,Manali,22:37,Morning,1.2,75.0,23.0,0.06,0.7,130.5,49.5,32.2396,77.1885,35.53
2023-05-12,Darjeeling,12:49,Afternoon,1.5,82.0,22.1,0.04,9.0,103.2,28.3,27.0385,88.2622,17.4
2022-11-02,Darjeeling,00:27,Night,1.3,67.0,24.8,0.04,19.6,101.7,38.5,27.0385,88.2622,2.08
2024-06-09,Shillong,17:08,Evening,2.9,67.0,27.5,0.06,32.5,128.0,44.0,25.5788,91.8933,23.32
2024-01-27,Dehradun,12:09,Morning,2.1,60.0,20.4,0.04,32.3,121.0,38.4,30.3165,78.0322,29.87
2022-04-28,Darjeeling,18:43,Night,1.3,74.0,27.4,0.07,29.2,115.9,43.5,27.0385,88.2622,45.6
2024-04-03,Shimla,19:29,Afternoon,2.1,66.0,19.7,0.02,5.7,133.3,45.3,31.1048,77.1734,34.14
2021-11-20,Dehradun,00:10,Morning,3.9,75.0,17.6,0.08,25.9,101.2,37.2,30.3165,78.0322,9.91
2022-03-26,Dehradun,18:13,Afternoon,3.1,68.0,28.1,0.06,11.3,121.8,37.4,30.3165,78.0322,7.41
2022-05-07,Manali,07:18,Afternoon,2.2,68.0,28.9,0.09,2.8,108.9,28.5,32.2396,77.1885,24.14
2021-05-14,Dehradun,18:09,Morning,1.5,70.0,20.7,0.06,20.1,101.6,25.7,30.3165,78.0322,9.43
2022-10-21,Manali,14:22,Afternoon,3.3,63.0,18.0,0.09,8.4,113.4,33.6,32.2396,77.1885,38.47
2021-09-24,Munnar,08:02,Afternoon,1.2,79.0,28.8,0.03,18.8,107.3,40.6,10.0889,77.0594,6.95
2020-07-23,Darjeeling,15:38,Evening,3.5,90.0,18.0,0.01,13.1,114.4,48.2,27.0385,88.2622,23.55
2021-06-01,Shimla,17:17,Night,1.5,61.0,27.2,0.02,18.5,113.2,26.9,31.1048,77.1734,42.42
2020-04-04,Munnar,10:53,Morning,1.4,68.0,23.4,0.03,23.7,113.9,26.0,10.0889,77.0594,29.79
2022-07-21,Darjeeling,03:37,Night,1.6,63.0,20.9,0.09,10.7,125.2,46.1,27.0385,88.2622,43.11
2022-06-15,Munnar,16:11,Evening,4.0,61.0,25.3,0.08,10.5,116.9,38.7,10.0889,77.0594,46.45
2021-08-29,Dehradun,09:29,Afternoon,1.5,68.0,16.2,0.07,1.1,119.1,32.4,30.3165,78.0322,26.31
2023-07-20,Shillong,03:15,Morning,3.9,74.0,24.2,0.06,1.3,115.2,31.5,25.5788,91.8933,17.28
2021-06-11,Dehradun,07:36,Afternoon,2.5,79.0,23.4,0.05,14.3,130.9,25.6,30.3165,78.0322,31.65
2023-12-09,Manali,02:29,Morning,2.6,63.0,20.0,0.07,8.3,137.9,47.3,32.2396,77.1885,18.2
2023-05-08,Shimla,19:24,Afternoon,1.8,70.0,28.4,0.09,16.1,102.8,36.4,31.1048,77.1734,46.25
2021-04-07,Dehradun,15:24,Evening,2.7,88.0,27.9,0.08,26.4,116.1,46.7,30.3165,78.0322,38.85
2022-04-07,Dehradun,03:38,Morning,3.0,71.0,19.0,0.01,7.4,118.0,44.2,30.3165,78.0322,21.28
2024-01-17,Dehradun,08:43,Afternoon,3.6,79.0,25.7,0.04,29.8,109.5,25.3,30.3165,78.0322,9.02
2024-05-26,Manali,07:46,Afternoon,3.8,70.0,20.3,0.01,12.3,132.1,37.3,32.2396,77.1885,16.71
2022-04-26,Manali,06:39,Night,3.2,78.0,17.6,0.04,15.8,119.4,48.6,32.2396,77.1885,44.58
2021-09-26,Munnar,06:51,Night,2.6,82.0,28.2,0.08,22.2,101.8,40.3,10.0889,77.0594,3.85
2021-08-29,Shillong,14:38,Night,1.4,65.0,15.9,0.08,4.7,139.9,33.0,25.5788,91.8933,6.08
2024-12-25,Manali,00:23,Night,1.8,86.0,20.9,0.06,14.2,137.3,30.9,32.2396,77.1885,22.95
2021-01-09,Manali,04:15,Night,1.1,64.0,20.6,0.02,22.0,112.8,30.9,32.2396,77.1885,37.53
2024-03-02,Munnar,09:31,Morning,1.7,66.0,15.8,0.06,33.4,108.5,26.9,10.0889,77.0594,48.47
2020-04-02,Darjeeling,09:43,Morning,3.5,74.0,18.3,0.1,30.1,119.6,43.0,27.0385,88.2622,22.29
2022-01-11,Dehradun,11:07,Afternoon,2.3,60.0,29.4,0.04,28.1,124.0,39.7,30.3165,78.0322,13.83
2023-10-24,Munnar,23:53,Afternoon,1.7,70.0,23.6,0.01,2.4,117.5,29.1,10.0889,77.0594,8.47
2023-04-01,Shimla,09:06,Afternoon,1.2,66.0,25.2,0.1,14.6,119.3,49.7,31.1048,77.1734,2.94
2020-03-11,Manali,00:03,Night,3.9,80.0,22.4,0.07,23.0,122.7,36.1,32.2396,77.1885,17.84
2024-10-18,Munnar,16:19,Morning,2.8,65.0,27.9,0.03,26.5,127.2,42.5,10.0889,77.0594,10.51
2024-11-16,Shimla,18:05,Afternoon,3.1,61.0,16.2,0.05,2.8,119.5,32.7,31.1048,77.1734,26.74
2024-12-25,Shimla,14:35,Night,1.8,88.0,16.1,0.04,12.0,138.8,28.5,31.1048,77.1734,15.23
2021-05-11,Darjeeling,22:07,Night,1.6,75.0,28.7,0.06,33.1,103.0,29.9,27.0385,88.2622,11.28
2020-06-02,Darjeeling,04:48,Afternoon,2.4,64.0,23.2,0.06,32.2,126.6,27.2,27.0385,88.2622,47.86
2024-04-09,Shimla,01:20,Night,1.5,66.0,20.5,0.04,18.9,106.8,45.8,31.1048,77.1734,13.74
2021-03-10,Munnar,22:16,Evening,1.3,83.0,19.6,0.06,14.2,128.6,26.4,10.0889,77.0594,22.39
2023-10-06,Manali,09:51,Afternoon,1.5,73.0,23.1,0.03,1.1,127.2,38.1,32.2396,77.1885,18.08
2024-01-08,Shillong,08:12,Evening,2.3,63.0,28.3,0.09,0.0,102.8,26.4,25.5788,91.8933,5.43
2024-08-30,Shillong,17:20,Evening,2.2,61.0,18.5,0.05,19.0,100.9,48.8,25.5788,91.8933,49.19
2023-09-21,Darjeeling,09:01,Morning,1.7,72.0,16.3,0.1,33.1,103.3,43.6,27.0385,88.2622,23.52
2023-02-15,Darjeeling,21:21,Afternoon,2.5,86.0,25.1,0.05,0.2,121.4,41.0,27.0385,88.2622,16.76
2024-07-11,Darjeeling,06:03,Night,2.9,72.0,27.9,0.05,26.0,135.3,36.0,27.0385,88.2622,3.69
2020-04-05,Shillong,07:36,Afternoon,1.1,77.0,26.0,0.06,10.3,134.0,26.5,25.5788,91.8933,25.13
2020-03-24,Manali,08:09,Morning,3.6,86.0,29.2,0.03,15.0,135.5,27.1,32.2396,77.1885,7.65
2023-07-18,Manali,14:02,Afternoon,3.7,66.0,28.2,0.04,32.9,127.6,40.0,32.2396,77.1885,0.37
2020-06-24,Shillong,03:14,Night,3.1,86.0,29.5,0.02,33.6,136.2,25.4,25.5788,91.8933,37.08
2020-05-25,Manali,22:39,Evening,1.1,85.0,21.9,0.06,8.4,129.5,32.1,32.2396,77.1885,28.13
2024-05-06,Dehradun,05:21,Morning,2.5,60.0,23.7,0.05,17.8,126.9,39.4,30.3165,78.0322,47.53
2022-12-30,Munnar,06:04,Evening,1.8,82.0,20.2,0.04,31.7,132.6,47.5,10.0889,77.0594,42.8
2023-07-01,Manali,12:18,Night,1.5,71.0,27.8,0.08,23.8,110.7,25.8,32.2396,77.1885,14.98
2023-08-24,Manali,01:58,Evening,2.0,82.0,18.7,0.05,11.3,117.6,29.2,32.2396,77.1885,47.85
2024-12-22,Munnar,12:43,Evening,2.5,65.0,28.0,0.08,2.4,106.9,44.9,10.0889,77.0594,26.06
2023-04-04,Shimla,00:13,Afternoon,1.4,66.0,24.6,0.1,22.4,105.4,47.0,31.1048,77.1734,36.88
2022-11-14,Darjeeling,14:49,Morning,3.2,73.0,16.3,0.06,11.2,134.2,28.5,27.0385,88.2622,4.42
2023-05-22,Shillong,04:52,Afternoon,3.1,69.0,26.4,0.1,24.6,102.5,46.0,25.5788,91.8933,9.0
2023-06-01,Darjeeling,12:38,Night,2.7,68.0,23.8,0.03,27.5,108.5,31.2,27.0385,88.2622,17.27
2021-11-27,Darjeeling,10:49,Evening,3.0,70.0,15.9,0.07,0.6,101.4,30.7,27.0385,88.2622,26.65
2023-02-09,Shimla,20:01,Morning,3.3,72.0,18.9,0.04,30.3,111.5,29.9,31.1048,77.1734,7.87
2020-05-17,Munnar,14:34,Afternoon,1.4,64.0,16.7,0.05,21.5,127.7,36.1,10.0889,77.0594,36.46
2024-05-16,Manali,04:32,Evening,3.0,80.0,24.3,0.09,7.5,137.9,35.5,32.2396,77.1885,37.35
2023-03-24,Shimla,17:22,Evening,2.4,87.0,18.1,0.05,29.1,131.6,38.3,31.1048,77.1734,46.44
2023-11-26,Darjeeling,17:15,Morning,3.8,89.0,21.6,0.04,18.2,107.6,45.8,27.0385,88.2622,43.34
2023-10-03,Dehradun,02:03,Evening,3.5,86.0,23.6,0.04,27.4,119.5,46.3,30.3165,78.0322,6.18
2022-03-27,Darjeeling,04:30,Night,2.8,64.0,28.1,0.07,12.1,138.5,48.8,27.0385,88.2622,4.17
2024-02-19,Dehradun,07:33,Afternoon,3.2,77.0,19.2,0.07,15.8,109.5,31.8,30.3165,78.0322,21.03
2024-02-08,Dehradun,06:07,Morning,2.9,65.0,16.7,0.1,28.8,121.1,45.7,30.3165,78.0322,21.12
2024-01-25,Shimla,22:28,Afternoon,3.7,64.0,21.9,0.04,21.8,135.7,36.7,31.1048,77.1734,12.47
2021-05-02,Shillong,03:10,Morning,1.7,82.0,17.1,0.09,14.1,122.3,38.5,25.5788,91.8933,39.45
2022-11-06,Darjeeling,06:50,Morning,2.8,71.0,27.2,0.08,31.8,138.6,43.1,27.0385,88.2622,1.39
2020-08-11,Dehradun,17:43,Evening,3.4,67.0,19.6,0.07,4.0,139.6,33.9,30.3165,78.0322,4.06
2024-10-06,Darjeeling,19:25,Evening,2.9,80.0,18.9,0.1,12.8,103.9,44.5,27.0385,88.2622,22.2
2022-01-29,Munnar,00:14,Evening,1.9,63.0,19.0,0.06,0.2,119.5,41.7,10.0889,77.0594,33.18
2022-01-16,Darjeeling,02:25,Evening,1.7,66.0,23.5,0.03,22.0,122.7,25.2,27.0385,88.2622,17.72
2020-01-10,Dehradun,05:21,Morning,1.6,74.0,23.3,0.05,13.2,110.7,40.9,30.3165,78.0322,19.4
2022-12-08,Dehradun,14:16,Afternoon,1.8,64.0,24.1,0.07,20.9,123.2,39.5,30.3165,78.0322,3.25
2020-07-25,Dehradun,19:46,Evening,3.1,87.0,27.0,0.09,23.1,125.4,25.5,30.3165,78.0322,37.54
2023-09-02,Shillong,05:51,Morning,3.0,69.0,26.2,0.1,19.3,113.9,40.3,25.5788,91.8933,18.73
2023-05-25,Shimla,23:28,Afternoon,2.1,79.0,23.0,0.06,18.1,116.7,25.4,31.1048,77.1734,9.46
2020-07-04,Shillong,12:55,Evening,3.7,64.0,18.2,0.02,6.0,128.3,29.9,25.5788,91.8933,41.53
2024-06-17,Shimla,00:36,Night,2.0,84.0,28.7,0.03,27.8,137.5,36.5,31.1048,77.1734,43.91
2020-01-08,Manali,07:42,Night,3.4,89.0,25.7,0.06,33.2,131.4,49.0,32.2396,77.1885,7.57
2023-02-04,Dehradun,15:51,Afternoon,1.5,66.0,18.7,0.04,30.5,128.6,47.1,30.3165,78.0322,11.19
2021-01-11,Darjeeling,13:32,Morning,2.5,84.0,20.5,0.02,34.9,121.7,43.8,27.0385,88.2622,25.7
2022-04-27,Darjeeling,13:16,Morning,3.3,85.0,19.3,0.04,14.1,103.9,37.8,27.0385,88.2622,8.08
2024-03-29,Dehradun,19:09,Night,3.4,80.0,23.8,0.06,33.4,106.3,45.3,30.3165,78.0322,0.11
2021-12-19,Manali,12:52,Afternoon,1.7,62.0,25.0,0.07,21.7,125.2,35.2,32.2396,77.1885,6.23
2024-10-10,Shillong,18:35,Afternoon,3.9,87.0,26.4,0.1,28.6,139.9,29.8,25.5788,91.8933,36.02
2023-05-28,Manali,02:43,Afternoon,2.3,86.0,28.6,0.04,17.0,134.4,27.5,32.2396,77.1885,4.19
2020-06-05,Dehradun,09:26,Afternoon,2.0,82.0,19.3,0.04,23.0,129.2,29.8,30.3165,78.0322,32.63
2022-07-02,Shillong,18:27,Morning,3.1,62.0,20.6,0.02,21.6,138.2,48.9,25.5788,91.8933,38.32
2024-08-08,Shillong,05:50,Morning,3.5,76.0,27.0,0.03,10.7,135.5,40.2,25.5788,91.8933,48.82
2024-11-29,Shimla,19:48,Morning,1.1,61.0,19.0,0.07,4.5,128.4,28.9,31.1048,77.1734,25.36
2023-10-23,Dehradun,18:14,Morning,1.4,85.0,27.9,0.07,14.1,115.7,38.0,30.3165,78.0322,1.88
2024-12-13,Dehradun,17:31,Afternoon,2.6,77.0,28.3,0.03,23.9,125.3,43.1,30.3165,78.0322,17.57
2023-02-22,Darjeeling,03:56,Evening,2.0,83.0,15.3,0.08,11.3,103.7,38.1,27.0385,88.2622,31.22
2022-07-29,Shillong,14:23,Night,1.6,87.0,24.6,0.1,21.5,114.5,31.7,25.5788,91.8933,38.92
2020-02-24,Shimla,11:43,Morning,1.2,68.0,24.2,0.03,28.4,139.9,47.0,31.1048,77.1734,30.38
2020-05-29,Shimla,11:52,Night,2.4,70.0,21.3,0.08,17.4,101.8,44.6,31.1048,77.1734,14.18
2021-11-13,Munnar,22:57,Evening,2.1,77.0,28.3,0.02,8.9,118.9,38.7,10.0889,77.0594,46.68
2021-11-20,Manali,18:42,Evening,1.1,73.0,27.9,0.06,33.0,133.7,45.2,32.2396,77.1885,40.3
2021-11-18,Shillong,16:14,Morning,1.3,63.0,27.7,0.08,31.1,117.4,31.2,25.5788,91.8933,48.32
2023-05-23,Dehradun,12:26,Morning,3.4,83.0,26.0,0.09,10.5,123.0,25.4,30.3165,78.0322,35.73
2020-06-07,Dehradun,16:43,Afternoon,1.8,76.0,24.1,0.03,26.9,124.0,34.5,30.3165,78.0322,32.45
2023-01-23,Munnar,10:09,Afternoon,2.4,83.0,29.0,0.03,26.8,137.5,31.0,10.0889,77.0594,38.41
2022-01-19,Manali,17:28,Morning,1.3,71.0,15.3,0.07,14.6,136.5,39.4,32.2396,77.1885,37.55
2022-04-03,Shillong,19:48,Morning,3.1,68.0,19.2,0.03,15.3,112.5,35.1,25.5788,91.8933,26.05
2024-10-04,Shimla,12:42,Morning,1.8,90.0,19.6,0.04,5.1,134.4,41.2,31.1048,77.1734,9.55
2022-04-04,Manali,19:37,Afternoon,3.9,64.0,20.1,0.03,10.6,112.1,35.1,32.2396,77.1885,4.61
2020-04-07,Darjeeling,13:32,Evening,2.7,62.0,28.5,0.1,34.7,136.5,41.4,27.0385,88.2622,3.71
2021-09-02,Darjeeling,12:33,Morning,2.1,64.0,17.8,0.1,26.7,134.9,49.1,27.0385,88.2622,27.23
2021-10-12,Shimla,23:03,Afternoon,3.1,76.0,20.1,0.09,15.4,137.5,48.0,31.1048,77.1734,35.59
2021-11-17,Darjeeling,15:12,Night,2.5,83.0,27.3,0.03,26.6,123.3,28.7,27.0385,88.2622,45.14
2020-03-31,Dehradun,04:14,Night,2.5,70.0,26.3,0.03,28.4,138.8,32.6,30.3165,78.0322,44.35
2024-01-15,Shillong,07:49,Evening,1.2,70.0,25.9,0.03,1.0,117.0,25.2,25.5788,91.8933,18.11
2024-11-20,Darjeeling,00:50,Morning,3.1,84.0,17.5,0.05,16.7,104.6,49.0,27.0385,88.2622,5.48
2022-08-19,Shillong,23:46,Evening,3.6,80.0,23.6,0.05,17.1,115.7,39.1,25.5788,91.8933,23.92
2023-12-25,Munnar,08:58,Morning,2.2,75.0,25.4,0.04,24.5,109.9,25.2,10.0889,77.0594,40.03
2022-07-28,Munnar,10:11,Afternoon,3.8,78.0,27.2,0.02,23.9,105.6,48.1,10.0889,77.0594,15.77
2020-09-18,Manali,05:56,Evening,2.8,89.0,20.7,0.05,10.6,123.7,25.9,32.2396,77.1885,7.96
2024-04-15,Darjeeling,13:45,Morning,2.4,73.0,29.9,0.08,10.0,124.3,48.9,27.0385,88.2622,13.75
2023-12-22,Shillong,09:24,Afternoon,3.2,65.0,17.4,0.02,23.9,115.5,31.8,25.5788,91.8933,37.22
2024-09-03,Munnar,00:16,Morning,1.3,69.0,21.5,0.03,8.0,114.6,38.4,10.0889,77.0594,36.27
2023-08-27,Munnar,20:32,Night,2.3,64.0,26.6,0.02,30.2,134.5,39.0,10.0889,77.0594,26.09
2020-04-28,Munnar,06:05,Afternoon,1.1,79.0,29.3,0.04,24.4,103.0,43.7,10.0889,77.0594,31.25
2023-02-06,Dehradun,07:13,Evening,3.1,81.0,25.8,0.06,34.1,108.4,26.7,30.3165,78.0322,15.67
2021-02-05,Dehradun,06:15,Afternoon,3.8,83.0,25.2,0.09,8.8,118.7,49.6,30.3165,78.0322,40.61
2023-05-11,Shillong,12:22,Night,3.9,82.0,24.2,0.05,33.7,138.3,36.6,25.5788,91.8933,15.33
2023-12-09,Shimla,00:05,Afternoon,2.9,70.0,17.5,0.09,23.9,105.6,43.5,31.1048,77.1734,22.67
2023-09-14,Munnar,10:10,Evening,1.8,62.0,15.5,0.08,13.1,111.5,27.6,10.0889,77.0594,40.75
2022-12-30,Munnar,03:56,Afternoon,2.6,81.0,22.8,0.04,17.4,132.1,45.0,10.0889,77.0594,21.23
2023-08-22,Munnar,01:19,Afternoon,2.4,70.0,27.4,0.07,33.7,113.1,40.3,10.0889,77.0594,16.04
2021-01-28,Munnar,10:59,Night,3.3,76.0,26.3,0.03,20.7,116.9,27.6,10.0889,77.0594,26.16
2022-04-30,Munnar,22:17,Night,2.5,77.0,20.6,0.03,20.3,105.2,37.9,10.0889,77.0594,5.08
2022-03-24,Manali,22:39,Afternoon,1.8,68.0,29.9,0.03,18.2,134.8,41.4,32.2396,77.1885,3.29
2024-03-11,Munnar,20:11,Morning,1.4,64.0,25.8,0.08,28.8,105.9,29.6,10.0889,77.0594,17.17
2021-10-20,Darjeeling,10:48,Evening,1.7,68.0,17.6,0.03,0.5,138.9,41.4,27.0385,88.2622,43.42
2024-12-22,Dehradun,13:15,Morning,1.6,80.0,27.9,0.04,18.6,120.3,38.0,30.3165,78.0322,26.11
2020-09-15,Munnar,23:56,Morning,3.6,83.0,25.8,0.07,10.5,128.9,33.5,10.0889,77.0594,10.34
2024-02-12,Shillong,09:56,Night,3.1,80.0,19.8,0.04,2.5,106.2,49.5,25.5788,91.8933,3.45
2023-10-27,Shimla,04:05,Afternoon,3.2,62.0,16.6,0.07,6.7,105.7,40.8,31.1048,77.1734,17.21
2023-03-15,Dehradun,09:36,Morning,2.7,87.0,29.6,0.07,16.4,131.0,31.6,30.3165,78.0322,26.38
2023-07-20,Shimla,08:39,Evening,1.4,61.0,29.2,0.01,0.4,113.6,47.5,31.1048,77.1734,33.11
2024-08-14,Munnar,11:26,Afternoon,1.5,82.0,21.5,0.04,4.9,103.3,25.1,10.0889,77.0594,9.42
2024-09-12,Manali,01:44,Afternoon,2.8,67.0,25.7,0.08,2.6,117.6,29.7,32.2396,77.1885,34.94
2022-05-17,Darjeeling,17:30,Morning,2.3,62.0,18.2,0.02,11.9,106.5,38.5,27.0385,88.2622,10.09
2020-10-10,Dehradun,16:46,Night,1.2,85.0,19.5,0.1,28.5,104.5,49.7,30.3165,78.0322,21.05
2024-05-05,Shimla,00:23,Night,2.3,82.0,22.4,0.03,29.6,101.7,41.8,31.1048,77.1734,29.61
2021-08-28,Munnar,18:10,Afternoon,2.0,75.0,24.9,0.01,27.5,121.5,40.7,10.0889,77.0594,46.66
2020-12-20,Darjeeling,00:13,Morning,2.5,85.0,27.0,0.08,3.6,138.3,29.7,27.0385,88.2622,13.79
2021-08-17,Manali,10:41,Afternoon,3.6,89.0,25.4,0.1,30.8,102.4,36.5,32.2396,77.1885,9.73
2024-04-20,Shillong,00:56,Afternoon,2.8,73.0,20.3,0.1,34.4,120.2,29.7,25.5788,91.8933,45.55
2023-09-29,Munnar,02:01,Afternoon,3.0,82.0,24.4,0.05,10.3,134.3,28.5,10.0889,77.0594,23.84
2024-08-26,Munnar,19:29,Morning,1.6,74.0,18.3,0.1,16.0,129.9,45.0,10.0889,77.0594,3.33
2024-06-25,Munnar,19:55,Morning,3.4,64.0,27.0,0.1,0.6,127.9,43.4,10.0889,77.0594,5.31
2020-10-28,Shillong,01:34,Morning,2.3,82.0,19.8,0.09,31.2,137.9,31.0,25.5788,91.8933,44.95
2022-06-22,Dehradun,17:33,Afternoon,2.3,82.0,27.0,0.02,19.1,107.9,28.6,30.3165,78.0322,4.11
2024-10-21,Manali,05:23,Afternoon,2.4,62.0,23.1,0.04,27.5,138.0,45.1,32.2396,77.1885,49.09
2021-01-10,Munnar,16:26,Afternoon,2.5,77.0,25.0,0.08,23.1,116.0,32.7,10.0889,77.0594,37.76
2021-06-09,Manali,22:47,Night,3.0,70.0,21.3,0.02,22.3,118.7,42.2,32.2396,77.1885,38.8
2020-10-12,Darjeeling,12:51,Night,2.3,71.0,29.6,0.09,32.9,121.4,35.5,27.0385,88.2622,30.16
2022-03-09,Shillong,07:37,Afternoon,1.0,68.0,20.7,0.03,8.3,124.0,43.0,25.5788,91.8933,44.62
2021-02-08,Shimla,12:15,Morning,3.5,70.0,19.8,0.07,24.3,119.7,48.2,31.1048,77.1734,6.02
2021-10-17,Manali,06:15,Morning,2.7,73.0,27.9,0.02,4.8,135.6,44.9,32.2396,77.1885,40.01
2024-06-17,Shimla,15:00,Evening,3.1,82.0,29.2,0.03,13.8,134.2,26.1,31.1048,77.1734,10.67
2020-08-08,Dehradun,20:17,Afternoon,3.2,82.0,28.6,0.03,25.9,100.3,46.1,30.3165,78.0322,48.86
2021-04-03,Shimla,14:53,Night,2.8,89.0,17.3,0.06,3.7,137.6,39.8,31.1048,77.1734,49.03
2022-05-14,Darjeeling,07:44,Morning,2.6,85.0,17.0,0.04,21.5,133.5,47.3,27.0385,88.2622,49.2
2024-12-10,Darjeeling,17:41,Afternoon,1.9,77.0,15.0,0.08,14.3,132.8,29.1,27.0385,88.2622,32.59
2022-08-28,Shimla,11:06,Afternoon,2.1,73.0,18.9,0.02,22.0,125.6,46.8,31.1048,77.1734,18.46
2024-04-10,Dehradun,08:29,Afternoon,3.8,73.0,26.6,0.02,19.3,110.2,35.9,30.3165,78.0322,18.63
2023-10-21,Munnar,21:10,Night,1.3,64.0,26.6,0.06,3.4,108.7,25.5,10.0889,77.0594,40.74
2022-06-24,Dehradun,18:53,Evening,2.2,73.0,28.0,0.09,5.6,123.5,41.1,30.3165,78.0322,19.84
2023-12-26,Dehradun,13:26,Afternoon,2.0,66.0,20.5,0.04,28.7,109.8,39.3,30.3165,78.0322,22.9
2021-12-15,Shimla,03:27,Night,3.6,82.0,30.0,0.08,26.9,133.1,33.7,31.1048,77.1734,38.13
2020-06-25,Darjeeling,13:30,Night,3.7,75.0,18.2,0.02,0.5,100.0,37.2,27.0385,88.2622,30.16
2023-11-21,Shillong,02:16,Night,3.3,88.0,28.1,0.07,26.1,137.8,45.1,25.5788,91.8933,30.97
2023-05-22,Manali,02:59,Evening,2.3,89.0,22.2,0.05,30.3,107.3,48.5,32.2396,77.1885,38.7
2023-11-06,Manali,17:16,Evening,1.1,88.0,18.0,0.09,34.4,133.0,48.6,32.2396,77.1885,45.56
2021-05-03,Shillong,04:33,Evening,3.3,85.0,30.0,0.08,9.0,104.0,43.9,25.5788,91.8933,26.6
2023-03-02,Munnar,01:15,Evening,2.1,85.0,29.1,0.03,25.9,127.4,34.1,10.0889,77.0594,39.44
2023-01-20,Shillong,00:36,Night,2.3,85.0,26.3,0.09,6.2,137.8,31.3,25.5788,91.8933,20.06
2021-05-13,Munnar,21:25,Morning,1.5,83.0,21.6,0.08,28.5,139.5,28.2,10.0889,77.0594,18.34
2024-03-26,Shimla,06:04,Night,3.3,75.0,26.3,0.08,24.9,126.2,46.7,31.1048,77.1734,2.37
2023-12-17,Shillong,23:18,Evening,1.8,65.0,17.5,0.04,31.0,106.3,34.8,25.5788,91.8933,39.53
2020-11-13,Manali,06:27,Night,3.0,63.0,22.8,0.03,0.1,115.8,33.3,32.2396,77.1885,13.98
2024-06-27,Shimla,02:59,Afternoon,1.2,78.0,22.0,0.04,8.0,124.6,28.5,31.1048,77.1734,4.06
2020-10-08,Darjeeling,12:47,Evening,1.1,86.0,20.7,0.1,10.9,130.9,29.5,27.0385,88.2622,39.66
2021-01-11,Shimla,15:16,Afternoon,1.5,78.0,27.9,0.05,11.1,122.8,40.0,31.1048,77.1734,11.52
2022-03-20,Shillong,02:19,Afternoon,3.7,63.0,23.6,0.02,10.4,119.5,26.7,25.5788,91.8933,31.24
2024-04-11,Munnar,19:04,Afternoon,1.2,85.0,15.1,0.03,27.9,113.0,39.3,10.0889,77.0594,11.41
2022-09-23,Manali,23:25,Afternoon,2.9,80.0,22.6,0.03,7.3,114.4,27.0,32.2396,77.1885,14.01
2021-10-04,Shimla,05:00,Morning,3.9,67.0,18.3,0.04,3.0,112.5,27.6,31.1048,77.1734,39.62
2021-09-14,Dehradun,05:56,Night,2.4,66.0,24.5,0.01,32.9,129.8,37.8,30.3165,78.0322,28.67
2021-10-21,Dehradun,15:00,Morning,3.6,84.0,29.5,0.05,23.0,107.2,28.5,30.3165,78.0322,2.75
2022-01-23,Shillong,05:06,Morning,3.6,87.0,18.3,0.09,34.5,126.1,48.9,25.5788,91.8933,35.65
2022-01-02,Shimla,22:02,Night,3.1,71.0,22.1,0.04,12.4,103.7,44.8,31.1048,77.1734,16.91
2023-08-29,Shillong,21:00,Evening,3.7,73.0,27.8,0.1,11.8,129.9,39.5,25.5788,91.8933,30.69
2020-01-28,Dehradun,13:31,Morning,1.6,83.0,29.3,0.07,22.2,135.3,42.6,30.3165,78.0322,41.19
2024-07-20,Munnar,01:30,Evening,3.5,74.0,22.4,0.07,10.4,137.8,34.9,10.0889,77.0594,7.02
2024-08-08,Manali,01:19,Afternoon,3.0,84.0,19.0,0.09,8.8,103.2,39.8,32.2396,77.1885,37.94
2023-03-18,Darjeeling,03:42,Night,3.0,80.0,29.2,0.09,31.3,103.0,47.2,27.0385,88.2622,0.98
2024-02-01,Dehradun,19:20,Afternoon,3.9,74.0,18.6,0.07,5.0,129.6,29.8,30.3165,78.0322,2.07
